	# Species	Genes	Genuses	Genes_with_ZDNA	Max ZH-Score	Mean ZH-Score	Function
2859	32	32	8	0			Glucans biosynthesis protein mdog
2942	32	32	8	0			Flagellar basal body rod protein flgb
2973	32	32	8	0			Mdta/muxa family multidrug efflux rnd transporter periplasmic adaptor subunit
3000	32	32	8	0			Bifunctional acetate--coa ligase family protein/gnat family n-acetyltransferase
3075	32	32	7	0			Si-specific nad(p)(+) transhydrogenase
3111	32	32	8	0			Glucans biosynthesis glucosyltransferase mdoh
3143	32	32	7	0			Gamma-glutamylcyclotransferase
3533	32	35	7	0			Lysr family transcriptional regulator
3727	32	32	8	0			Phosphatase pap2 family protein
4914	32	32	9	0			Rhodanese-like domain-containing protein
5302	32	32	7	0			Cell division protein ftsp
5864	32	32	7	0			Protein yacl
5867	32	32	8	0			Rho-binding antiterminator
5925	32	32	7	0			Type i pantothenate kinase
5929	32	32	7	0			Dihydroneopterin triphosphate diphosphatase
5945	32	32	7	0			Lipoprotein nlpi
5955	32	32	8	0			Cdar family transcriptional regulator
5958	32	32	7	0			Zinc ribbon-containing protein
5978	32	32	8	0			Cida/lrga family protein
6008	32	32	7	0			Phospholipase a
6015	32	32	7	0			Peptide abc transporter atp-binding protein sapd
6121	32	32	10	0			Heavy metal-binding domain-containing protein
6122	32	32	7	0			Lysine exporter lyso family protein
6230	32	32	7	0			Sucrose-specific pts transporter subunit iibc
6265	32	32	7	0			Nadp-dependent phosphogluconate dehydrogenase
6299	32	32	7	0			Nickel/cobalt transporter
6311	32	32	7	0			Fused pts fructose transporter subunit iia/hpr protein
6318	32	32	7	0			Uridine diphosphate-n-acetylglucosamine-binding protein yvck
6866	32	32	7	0			Fe-s cluster assembly protein sufd
6868	32	32	9	0			Aldo/keto reductase family oxidoreductase
28	31	31	9	0			50s ribosomal protein l28
40	31	31	7	0			Alanine--glyoxylate aminotransferase family protein
133	31	31	8	0			Magnesium/cobalt transporter cora
206	31	32	7	0			Cytochrome c-type biogenesis protein ccmh
257	31	31	7	0			Fumarate reductase (quinol) flavoprotein subunit
847	31	31	9	0			Enoyl-acp reductase fabi
981	31	31	7	0			Iron donor protein cyay
999	31	39	7	0			Spermidine/putrescine abc transporter substrate-binding protein potf
1033	31	31	7	0			Ribosome-associated translation inhibitor raia
1098	31	31	9	0			Rna polymerase-binding protein dksa
1541	31	33	8	0			Multidrug/biocide efflux pace transporter
1587	31	33	9	0			Aaa family atpase
1808	31	31	9	0			Nadh-quinone oxidoreductase subunit nuok
1825	31	31	7	0			M48 family metallopeptidase
1889	31	32	7	0			Ompa family lipoprotein
2474	31	31	8	0			Ammonia-dependent nad(+) synthetase
2765	31	31	7	0			N-acetyltransferase
2784	31	31	7	0			Lysr family transcriptional regulator
2788	31	31	9	0			Sdr family oxidoreductase
2815	31	31	7	0			Pyrimidine/purine nucleoside phosphorylase
2849	31	31	8	0			Flagella biosynthesis chaperone flij
2927	31	31	8	0			Abc transporter atp-binding protein
2935	31	38	7	0			Aminobutyraldehyde dehydrogenase
2947	31	34	8	0			Muramoyltetrapeptide carboxypeptidase
2975	31	31	7	0			Two-component system sensor histidine kinase baes
3089	31	31	8	0			Nad(p)h-binding protein
3092	31	31	7	0			Nad-dependent dna ligase ligb
3159	31	31	7	0			Amino acid abc transporter permease
3369	31	34	9	0			Taurine abc transporter atp-binding subunit
4012	31	31	8	0			Oligopeptide abc transporter substrate-binding protein oppa
4109	31	31	8	0			Mfs transporter
4524	31	31	7	0			Lyttr family dna-binding domain-containing protein
5825	31	31	7	0			Glucosamine-6-phosphate deaminase
5827	31	31	7	0			Lexa regulated protein
5850	31	31	7	0			Yhdt family protein
5898	31	31	7	0			Ribonuclease e inhibitor rrab
5912	31	31	7	0			Class ii fructose-bisphosphatase
5926	31	31	7	0			Duf494 family protein
5974	31	31	8	0			Rok family transcriptional regulator
5980	31	31	7	0			Endonuclease/exonuclease/phosphatase family protein
5990	31	31	7	0			Galactose/glucose abc transporter substrate-binding protein mglb
6039	31	31	7	0			Fe-s cluster assembly protein sufb
6072	31	31	7	0			Multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase nadr
6094	31	31	7	0			Duf413 domain-containing protein
6107	31	31	7	0			Cyd operon protein ybge
6207	31	31	7	0			Membrane-bound lytic murein transglycosylase mltc
6308	31	31	7	0			Isochorismate synthase menf
6358	31	31	7	0			23s rrna pseudouridine(2604) synthase rluf
6387	31	31	7	0			Mltr family transcriptional regulator
6484	31	31	7	0			O-succinylbenzoate synthase
6487	31	31	7	0			2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
6667	31	31	7	0			Uridine phosphorylase
6671	31	31	7	0			Malate synthase a
6755	31	31	8	0			Lysophospholipid acyltransferase family protein
6810	31	31	7	0			Molybdate abc transporter atp-binding protein modf
6873	31	31	7	0			Ydga family protein
64	30	30	7	0			Pyrimidine 5'-nucleotidase
252	30	30	9	0			Glutathione s-transferase
433	30	31	9	0			Integrase domain-containing protein
503	30	30	7	0			Metal abc transporter permease
1432	30	31	9	0			Lysr family transcriptional regulator
1510	30	30	7	0			Amino acid abc transporter atp-binding protein
2022	30	30	7	0			Peptidylprolyl isomerase a
2260	30	30	9	0			Murein tripeptide/oligopeptide abc transporter atp binding protein oppf
2285	30	30	7	0			C-type cytochrome biogenesis protein ccmi
2495	30	33	9	0			Flagellar biosynthesis protein fliq
2536	30	30	9	0			Quaternary ammonium compound efflux smr transporter suge
2570	30	31	8	0			Csbd family protein
2741	30	30	8	0			Nad(p)h-dependent oxidoreductase
2865	30	30	7	0			Aliphatic sulfonates abc transporter atp-binding protein
2911	30	30	7	0			Gtp-binding protein
2916	30	30	7	0			Ftr1 family protein
2953	30	30	7	0			Abc transporter permease
3014	30	30	7	0			Lysr family transcriptional regulator
3019	30	30	7	0			Secondary thiamine-phosphate synthase enzyme yjbq
3097	30	37	7	0			Formate hydrogenlyase transcriptional activator flha
3100	30	30	7	0			Atp-binding cassette domain-containing protein
3162	30	30	7	0			Mdtb/muxb family multidrug efflux rnd transporter permease subunit
3263	30	30	6	0			Selt/selw/selh family protein
3552	30	30	7	0			Methionine abc transporter permease meti
3631	30	30	7	0			Lipid kinase yegs
3678	30	30	7	0			Duf1456 family protein
3684	30	30	7	0			Lysr family transcriptional regulator
4174	30	35	9	0			Catb-related o-acetyltransferase
4195	30	30	7	0			Sdr family oxidoreductase
4369	30	30	9	0			(2,3-dihydroxybenzoyl)adenylate synthase
5038	30	30	7	0			N-acetyltransferase
5807	30	30	8	0			Xanthine phosphoribosyltransferase
5823	30	30	7	0			Ribosome-associated protein ybcj
5885	30	30	7	0			Uridine kinase
5914	30	30	7	0			Galactose/methyl galactoside abc transporter permease mglc
5933	30	30	7	0			Hth-type transcriptional regulator cbl
5949	30	30	8	0			Entericidin a/b family lipoprotein
5987	30	30	7	0			Yejl family protein
6038	30	30	7	0			Fe-s cluster assembly atpase sufc
6044	30	30	7	0			Fructosamine kinase family protein
6296	30	30	7	0			Trna/rrna methyltransferase
6297	30	30	7	0			Autonomous glycyl radical cofactor grca
6350	30	30	7	0			Hth-type transcriptional regulator galr
6357	30	30	9	0			Maltose abc transporter permease malf
6362	30	30	7	0			Glucose-1-phosphatase
6591	30	30	7	0			Fe(2+) transporter permease subunit feob
6641	30	30	7	0			Sugar-phosphatase
6670	30	30	8	0			Deoxyribonuclease v
6693	30	30	7	0			Fumarate reductase subunit frdd
6781	30	30	8	0			Mbl fold metallo-hydrolase
6821	30	30	7	0			Atp-dependent endonuclease
2	29	29	10	0			50s ribosomal protein l35
24	29	29	10	0			50s ribosomal protein l30
255	29	29	7	0			Succinate dehydrogenase/fumarate reductase iron-sulfur subunit
259	29	34	8	0			Choline bcct transporter bett
500	29	29	6	0			Gluconate transporter
513	29	29	8	0			Hydroxyethylthiazole kinase
700	29	29	7	0			Isc system 2fe-2s type ferredoxin
874	29	29	6	0			Dethiobiotin synthase
998	29	29	8	0			Spermidine/putrescine abc transporter substrate-binding protein potd
1291	29	29	7	0			Iron uptake system protein efeo
1292	29	29	7	0			Iron uptake transporter deferrochelatase/peroxidase subunit
1576	29	32	10	0			Aldo/keto reductase
1874	29	34	7	0			Efflux rnd transporter periplasmic adaptor subunit
2107	29	29	7	0			Phosphatidylglycerophosphatase c
2141	29	32	9	0			Lrp/asnc family transcriptional regulator
2147	29	29	8	0			Cytochrome bd-i oxidase subunit cydx
2364	29	30	7	0			Yeca family protein
2534	29	29	8	0			Acetolactate synthase alss
2603	29	29	7	0			Cation/acetate symporter actp
2728	29	29	7	0			Plp-dependent aminotransferase family protein
2743	29	29	9	0			2,5-didehydrogluconate reductase dkgb
2780	29	29	9	0			Gnat family acetyltransferase
2832	29	29	6	0			Amino acid abc transporter permease
2841	29	29	7	0			Molybdenum-dependent transcriptional regulator
2842	29	29	6	0			6-phosphogluconolactonase
2867	29	29	7	0			Aliphatic sulfonate abc transporter permease ssuc
2869	29	29	6	0			Nadph-dependent fmn reductase
2945	29	31	8	0			Protein-glutamate o-methyltransferase cher
2963	29	29	8	0			Isochorismatase
2974	29	29	7	0			Multidrug efflux rnd transporter permease subunit mdtc
3002	29	30	7	0			Mfs transporter
3013	29	29	6	0			Duf167 family protein yggu
3080	29	29	6	0			Glutamate/aspartate abc transporter permease gltk
3168	29	29	6	0			Dna-binding protein ybib
3174	29	29	7	0			Aldo/keto reductase
3274	29	29	7	0			Glutathione-dependent disulfide-bond oxidoreductase
3285	29	29	7	0			2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
3355	29	29	6	0			Trna 2-selenouridine(34) synthase mnmh
3407	29	29	7	0			Glutamine abc transporter substrate-binding protein glnh
3408	29	29	7	0			H(+)/cl(-) exchange transporter clca
3492	29	31	8	0			Nitric oxide reductase transcriptional regulator norr
3577	29	39	6	0			Acyltransferase
3682	29	29	6	0			Miniconductance mechanosensitive channel mscm
3744	29	29	6	0			Yebg family protein
3763	29	29	6	0			23s rrna (adenine(1618)-n(6))-methyltransferase rlmf
3836	29	29	9	0			Ribonuclease z
4008	29	31	7	0			Hth-type transcriptional regulator malt
4078	29	29	8	0			Flagellar basal body p-ring formation protein flga
4246	29	29	6	0			Atpase rava
4297	29	29	6	0			Cell division protein dedd
4567	29	29	7	0			2,3-diphosphoglycerate-dependent phosphoglycerate mutase
4713	29	29	8	0			Glycine betaine/l-proline abc transporter substrate-binding protein prox
4764	29	29	6	0			Anaerobic ribonucleoside-triphosphate reductase
5010	29	29	9	0			Gnat family n-acetyltransferase
5026	29	30	7	0			Mdr efflux pump acrab transcriptional activator roba
5818	29	29	6	0			Phage shock protein pspa
5841	29	30	8	0			Mapeg family protein
5944	29	29	7	0			Doxx family protein
5956	29	29	6	0			Pleiotropic regulatory protein rsms
5971	29	29	6	0			Primosomal replication protein n
6009	29	29	6	0			Lysophospholipase l2
6017	29	29	6	0			Envelope stress response membrane protein pspc
6045	29	29	6	0			Metal-dependent hydrolase
6046	29	29	6	0			Penicillin-binding protein activator lpob
6049	29	29	6	0			Ribosomal protein s5-alanine n-acetyltransferase
6131	29	29	6	0			Atpase rava stimulator viaa
6142	29	29	6	0			Valine--pyruvate transaminase
6148	29	29	8	0			Sugar kinase
6161	29	29	6	0			Duf1145 family protein
6164	29	29	6	0			Anaerobic ribonucleoside-triphosphate reductase-activating protein
6169	29	29	7	0			Fumarate reductase subunit frdc
6171	29	29	7	0			Divalent cation tolerance protein cuta
6178	29	29	6	0			Secy-interacting protein
6189	29	29	6	0			Yijd family membrane protein
6210	29	29	6	0			Flavodoxin fldb
6235	29	29	6	0			Homoserine o-succinyltransferase
6237	29	29	8	0			Maltose/maltodextrin abc transporter substrate-binding protein male
6253	29	29	6	0			Rna chaperone proq
6288	29	29	8	0			Mipa/ompv family protein
6293	29	29	6	0			Cell division protein zapc
6333	29	29	6	0			Dna polymerase iii subunit psi
6336	29	29	6	0			Hth-type transcriptional regulator sgrr
6339	29	29	6	0			Sigma factor-binding protein crl
6365	29	29	6	0			Bifunctional aspartate kinase/homoserine dehydrogenase ii
6385	29	29	6	0			Ybjn domain-containing protein
6428	29	29	6	0			Membrane integrity lipid transport subunit yebs
6449	29	29	7	0			Duf496 family protein
6482	29	29	6	0			Nicotinamide mononucleotide deamidase-related protein yfay
6483	29	29	8	0			O-succinylbenzoate--coa ligase
6502	29	29	6	0			Outer membrane protein assembly factor bamc
6505	29	29	7	0			Peptidoglycan glycosyltransferase pbpc
6506	29	29	7	0			Alpha-2-macroglobulin family protein
6578	29	29	6	0			Asma2 domain-containing protein yhdp
6623	29	29	6	0			Trna (guanosine(18)-2'-o)-methyltransferase trmh
6662	29	29	6	0			Guanosine-5'-triphosphate,3'-diphosphate diphosphatase
6666	29	29	8	0			Lipopolysaccharide n-acetylmannosaminouronosyltransferase
6707	29	29	6	0			Aspartate carbamoyltransferase regulatory subunit
6718	29	29	7	0			N-acetylmuramic acid 6-phosphate etherase
6734	29	29	6	0			Ytjb family periplasmic protein
6737	29	29	7	0			Acetate uptake transporter
6744	29	29	6	0			Cell division protein zapd
6751	29	29	7	0			Allantoate amidohydrolase
6753	29	29	6	0			Esterase frsa
6765	29	29	6	0			Smda family multidrug abc transporter permease/atp-binding protein
6785	29	29	8	0			Isochorismate synthase
6831	29	29	6	0			Yccf domain-containing protein
6842	29	29	6	0			Molecular chaperone
6848	29	29	6	0			Thiamine kinase
6850	29	29	7	0			Peptidase t
6875	29	29	6	0			Dna replication terminus site-binding protein
6925	29	29	6	0			16s rrna (cytosine(1407)-c(5))-methyltransferase rsmf
4	28	28	10	0			F0f1 atp synthase subunit c
10	28	28	10	0			30s ribosomal protein s12
12	28	28	10	0			50s ribosomal protein l14
13	28	28	8	0			Maltose abc transporter permease malg
22	28	28	10	0			50s ribosomal protein l16
44	28	28	9	0			Type b 50s ribosomal protein l36
298	28	28	7	0			L-seryl-trna(sec) selenium transferase
300	28	28	7	0			Selenocysteine-specific translation elongation factor
591	28	31	7	0			Spermidine/putrescine abc transporter permease potb
619	28	28	7	0			Glycogen phosphorylase
1060	28	30	9	0			Dmt family transporter
1368	28	28	8	0			Dtdp-4-amino-4,6-dideoxygalactose transaminase
1369	28	28	8	0			Udp-4-amino-4-deoxy-l-arabinose aminotransferase
1450	28	29	7	0			Zn(2+)-responsive transcriptional regulator
1826	28	28	6	0			Duf2058 domain-containing protein
1911	28	30	8	0			Sn-glycerol-3-phosphate abc transporter permease ugpa
1946	28	30	8	0			Gnat family n-acetyltransferase
2266	28	29	8	0			Type 1 glutamine amidotransferase
2409	28	28	8	0			Sensor domain-containing diguanylate cyclase
2625	28	28	7	0			Glycosyltransferase family 4 protein
2704	28	28	8	0			Bifunctional udp-4-amino-4-deoxy-l-arabinose formyltransferase/udp-glucuronic acid oxidase arna
2706	28	28	8	0			4-amino-4-deoxy-l-arabinose-phosphoundecaprenol flippase subunit arne
2707	28	28	8	0			4-amino-4-deoxy-l-arabinose-phosphoundecaprenol flippase subunit arnf
2732	28	28	6	0			Rnase e specificity factor csrd
2844	28	28	6	0			Terc family protein
2881	28	36	7	0			Nitrate reductase subunit alpha
2882	28	36	7	0			Nitrate reductase subunit beta
2883	28	28	7	0			Nitrate reductase molybdenum cofactor assembly chaperone
2885	28	36	7	0			Respiratory nitrate reductase subunit gamma
2890	28	28	6	0			Terc family protein
3053	28	30	7	0			Hth-type transcriptional regulator hdfr
3473	28	28	8	0			Ynfa family protein
3528	28	28	6	0			Ubiquinone reductase (na(+)-transporting) subunit b
3670	28	28	8	0			Yqae/pmp3 family membrane protein
3969	28	28	7	0			Dna-binding transcriptional regulator cytr
4367	28	28	7	0			Phage shock protein operon transcriptional activator
4419	28	30	6	0			Nucleoside-specific channel-forming protein tsx
4434	28	28	7	0			Putrescine aminotransferase
4822	28	28	6	0			Dna-binding transcriptional repressor deor
5001	28	28	7	0			Alcohol dehydrogenase
5853	28	28	6	0			Yqjk-like family protein
5855	28	28	6	0			Deda family protein
5881	28	28	6	0			Non-heme ferritin
5887	28	28	6	0			5'-deoxynucleotidase
5888	28	28	7	0			Yfcz/yiis family protein
5927	28	29	7	0			Yihd family protein
5935	28	28	6	0			Yfcl family protein
5947	28	28	6	0			Fatty acid biosynthesis protein faby
5981	28	28	6	0			Sensor histidine kinase
6048	28	28	6	0			Pts glucose transporter subunit iibc
6080	28	28	6	0			Rcs stress response system protein rcsf
6082	28	28	6	0			Holo-acp synthase
6115	28	28	6	0			Isoaspartyl peptidase/l-asparaginase
6126	28	28	6	0			Tfox/sxy family dna transformation protein
6168	28	28	6	0			Gamma-glutamylcyclotransferase
6177	28	31	6	0			Haaap family serine/threonine permease
6187	28	28	7	0			Fructokinase
6190	28	28	6	0			Cell division protein ftsn
6197	28	28	7	0			Tol-pal system-associated acyl-coa thioesterase
6215	28	29	8	0			Gnat family n-acetyltransferase
6250	28	28	7	0			L-arabinose abc transporter atp-binding protein arag
6309	28	28	6	0			Class i ribonucleotide reductase maintenance protein yfae
6327	28	28	7	0			Glutaminase b
6343	28	28	6	0			Smdb family multidrug efflux abc transporter permease/atp-binding protein
6407	28	28	6	0			Peptide abc transporter substrate-binding protein
6423	28	28	7	0			Sensor histidine kinase
6467	28	28	6	0			Duf418 family protein
6486	28	28	7	0			2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
6645	28	28	7	0			Molybdopterin-guanine dinucleotide biosynthesis protein mobb
6678	28	28	8	0			Maltose operon protein malm
6691	28	28	8	0			L-methionine/branched-chain amino acid transporter
6738	28	28	8	0			Transcriptional activator nhar
6819	28	37	7	0			Doxx family protein
6879	28	28	6	0			Rok family transcriptional regulator
6883	28	28	7	0			Cobalamin-independent methionine synthase ii family protein
7019	28	28	6	0			Na(+)-translocating nadh-quinone reductase subunit c
1	27	27	10	0			30s ribosomal protein s19
94	27	28	8	0			Two-component system response regulator arca
160	27	27	9	0			50s ribosomal protein l33
414	27	27	10	0			Acyl carrier protein
497	27	28	7	0			Lytic murein transglycosylase
530	27	27	6	0			Adenosylhomocysteinase
872	27	27	9	0			Leucine-responsive transcriptional regulator lrp
1226	27	27	7	0			Ynbe family lipoprotein
1262	27	27	9	0			Duf1328 domain-containing protein
1353	27	27	8	0			Amino acid abc transporter permease
1442	27	27	7	0			Proton symporter gltp
1491	27	32	7	0			Alcohol dehydrogenase adhp
1496	27	27	9	0			Zinc transporter zupt
1651	27	27	6	0			Asma family protein
1742	27	27	6	0			P-hydroxybenzoic acid efflux pump subunit aaea
1790	27	28	7	0			Efflux rnd transporter periplasmic adaptor subunit
1977	27	27	7	0			Cell envelope integrity protein cred
2042	27	27	7	0			O-acetyl-adp-ribose deacetylase
2287	27	28	6	0			Two-component system sensor histidine kinase rcsc
2401	27	27	8	0			Nitrite reductase small subunit nird
2432	27	27	8	0			Class i sam-dependent methyltransferase
2574	27	27	8	0			Xylulokinase
2705	27	27	7	0			4-deoxy-4-formamido-l-arabinose-phosphoundecaprenol deformylase
2786	27	27	7	0			Flavocytochrome c
2796	27	29	7	0			Cytochrome b561
2833	27	27	6	0			Amino acid abc transporter substrate-binding protein
3035	27	27	7	0			Two-component system response regulator pmra
3128	27	27	8	0			Ribosome modulation factor
3145	27	27	6	0			Vitamin b12 abc transporter permease btuc
3201	27	34	7	0			Tolc family outer membrane protein
3202	27	27	7	0			Fusc family protein
3696	27	28	9	0			Type vi secretion system membrane subunit tssm
3703	27	27	8	0			Lyse family translocator
3720	27	27	6	0			Heme exporter protein ccmd
3735	27	27	6	0			Emmdr/yeeo family multidrug/toxin efflux mate transporter
3765	27	27	7	0			Yip1 family protein
3767	27	27	7	0			Duf1615 domain-containing protein
3957	27	35	8	0			Hcp family type vi secretion system effector
4091	27	27	6	0			Sulfate abc transporter substrate-binding protein
4276	27	27	7	0			Mlic family protein
4530	27	27	8	0			Tonb-dependent siderophore receptor
4760	27	27	6	0			Peptide abc transporter substrate-binding protein sapa
4933	27	27	6	0			3-deoxy-7-phosphoheptulonate synthase
5862	27	27	6	0			Trp operon repressor
5863	27	27	7	0			L-arabinose isomerase
5876	27	27	7	0			L-arabinose abc transporter permease arah
5896	27	27	6	0			Lipoprotein
5938	27	27	7	0			Pts glucose transporter subunit iia
5959	27	27	6	0			Aspartate:alanine antiporter
5962	27	27	6	0			Macrodomain ter protein matp
5991	27	27	8	0			Galactose/methyl galactoside abc transporter atp-binding protein mgla
6016	27	27	6	0			Envelope stress response membrane protein pspb
6051	27	27	6	0			Phosphatase
6077	27	27	6	0			Gmp reductase
6106	27	27	6	0			Ybfa family protein
6184	27	29	9	0			Multidrug efflux mfs transporter
6192	27	27	6	0			Duf805 domain-containing protein
6273	27	27	6	0			Yoah family protein
6276	27	30	6	0			6-phosphogluconate phosphatase
6366	27	27	6	0			Eca oligosaccharide polymerase
6367	27	27	7	0			Lipid ii n-acetylfucosaminyltransferase
6440	27	27	9	0			Very short patch repair endonuclease
6469	27	27	7	0			Mannonate dehydratase
6570	27	27	8	0			Glucuronate isomerase
6664	27	27	6	0			Dtdp-4-amino-4,6-dideoxy-d-galactose acyltransferase
6741	27	27	6	0			Ribulokinase
6864	27	27	6	0			Vitamin b12 abc transporter atp-binding protein btud
7138	27	28	7	0			5-dehydro-2-deoxygluconokinase
7139	27	27	7	0			3d-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
11891	27	29	6	0			Peroxiredoxin
38	26	26	7	0			Fe-s cluster assembly scaffold iscu
780	26	26	7	0			Gnat family n-acetyltransferase
1096	26	26	8	0			Dna-binding transcriptional regulator fis
1269	26	26	7	0			Transcriptional repressor mpra
1333	26	29	8	0			2,3-dehydroadipyl-coa hydratase
1360	26	31	10	0			4-oxalomesaconate tautomerase
1481	26	28	8	0			Abc transporter atp-binding protein
1484	26	26	10	0			Mfs transporter
1500	26	26	7	0			Sn-glycerol-3-phosphate abc transporter permease ugpe
1522	26	26	7	0			Dmt family transporter
1569	26	26	6	0			Phosphate-starvation-inducible protein psie
1921	26	26	7	0			Endonuclease/exonuclease/phosphatase family protein
1978	26	26	7	0			Two-component system sensor histidine kinase crec
2050	26	26	8	0			Cyclopropane-fatty-acyl-phospholipid synthase family protein
2100	26	26	6	0			Cystathionine beta-synthase
2148	26	26	7	0			Tonb-dependent receptor
2814	26	35	6	0			Lysr family transcriptional regulator
2868	26	26	6	0			Fmnh2-dependent alkanesulfonate monooxygenase
2993	26	26	6	0			Gamma-glutamyltransferase family protein
3032	26	26	7	0			Glyoxylate bypass operon transcriptional repressor iclr
3273	26	26	7	0			Isochorismatase family protein
3281	26	26	7	0			Allantoin racemase
3390	26	32	6	0			Sigma-54-dependent fis family transcriptional regulator
3443	26	26	6	0			Dihydromonapterin reductase
3452	26	26	8	0			Dmt family transporter
3455	26	26	8	0			Nuclear transport factor 2 family protein
3530	26	26	6	0			Nadh:ubiquinone reductase (na(+)-transporting) subunit e
3646	26	28	7	0			Transcriptional regulator beti
3660	26	28	8	0			Taurine abc transporter permease tauc
3669	26	26	8	0			Peroxiredoxin c
3673	26	26	6	0			Vf530 family protein
3719	26	26	8	0			Lysr family transcriptional regulator
3753	26	26	7	0			Hemin-degrading factor
3772	26	26	6	0			Ybay family lipoprotein
3788	26	26	6	0			Multidrug/spermidine efflux smr transporter subunit mdtj
3799	26	30	6	0			Duf1161 domain-containing protein
3830	26	27	7	0			Cyclic-guanylate-specific phosphodiesterase
3907	26	26	7	0			Murr/rpir family transcriptional regulator hpxu
4028	26	26	7	0			Xylose abc transporter atp-binding protein
4215	26	26	6	0			Exonuclease subunit sbcc
4222	26	26	7	0			Ribose 1,5-bisphosphokinase
4268	26	28	7	0			O-methyltransferase
4289	26	26	7	0			Tetr/acrr family transcriptional regulator
4484	26	26	7	0			Gnat family n-acetyltransferase
5048	26	30	7	0			Glutaredoxin-dependent arsenate reductase
5241	26	26	7	0			Had-iia family hydrolase
5809	26	26	7	0			Met regulon transcriptional regulator metj
5838	26	26	9	0			Spermidine n1-acetyltransferase
5851	26	26	7	0			Transcriptional regulator argr
5854	26	26	6	0			Phage holin family protein
5865	26	26	6	0			Duf3461 family protein
5877	26	26	7	0			Arabinose abc transporter substrate-binding protein
6064	26	26	7	0			Galactarate dehydratase
6086	26	26	6	0			Gdp-mannose pyrophosphatase nudk
6157	26	26	7	0			Sn-glycerol-3-phosphate abc transporter substrate-binding protein ugpb
6290	26	26	6	0			Alpha/beta hydrolase ycfp
6403	26	26	6	0			Ydbh family protein
6530	26	26	6	0			Carbamoyltransferase hypf
6555	26	26	6	0			6-phospho-beta-glucosidase
6574	26	26	6	0			Yhbp family protein
6736	26	26	6	0			Trna/rrna methyltransferase
6750	26	27	7	0			Glucarate dehydratase
6788	26	26	6	0			Abc transporter permease
6847	26	26	6	0			Gfo/idh/moca family oxidoreductase
6857	26	26	6	0			Duf441 domain-containing protein
6874	26	26	6	0			Mannose-6-phosphate isomerase
6933	26	29	7	0			Copper-binding protein
7018	26	26	6	0			Na(+)-translocating nadh-quinone reductase subunit a
7020	26	26	6	0			(na+)-nqr maturation nqrm
7136	26	26	7	0			5-deoxy-glucuronate isomerase
9446	26	26	8	0			Fad-dependent oxidoreductase
9447	26	26	8	0			Duf1365 domain-containing protein
81	25	25	6	0			Penicillin-binding protein activator
191	25	27	7	0			Aquaporin family protein
1327	25	25	7	0			Fmn-dependent l-lactate dehydrogenase lldd
1358	25	26	7	0			Lysr substrate-binding domain-containing protein
1743	25	25	6	0			Efflux transporter outer membrane subunit
1875	25	25	9	0			Nitronate monooxygenase
1910	25	27	8	0			Sugar abc transporter permease
1938	25	28	5	0			Isovaleryl-coa dehydrogenase
2119	25	26	7	0			Formimidoylglutamase
2389	25	25	7	0			Malonic semialdehyde reductase
2557	25	25	7	0			Adenosylcobinamide-phosphate synthase cbib
2585	25	26	7	0			Helix-turn-helix domain-containing protein
2734	25	25	6	0			P-hydroxybenzoic acid efflux pump subunit aaeb
2819	25	25	6	0			Proline-specific permease proy
2829	25	27	8	0			Transcriptional regulator rcsb
3066	25	26	6	0			Mfs transporter
3205	25	26	6	0			Glutathione abc transporter substrate-binding protein gsib
3529	25	25	6	0			Nadh:ubiquinone reductase (na(+)-transporting) subunit d
3537	25	25	7	0			Urea abc transporter permease subunit urtb
3538	25	25	7	0			Urea abc transporter permease subunit urtc
3539	25	25	7	0			Urea abc transporter atp-binding protein urtd
3540	25	25	7	0			Urea abc transporter atp-binding subunit urte
3598	25	25	8	0			Gntr family transcriptional regulator
3628	25	32	7	0			Atp-binding protein
3692	25	26	8	0			Type vi secretion system lipoprotein tssj
3695	25	26	8	0			Dotu family type vi secretion system protein
3747	25	25	6	0			Lysr family transcriptional regulator
3751	25	26	8	0			Fad-dependent urate hydroxylase hpxo
3754	25	27	6	0			Osmotically-inducible lipoprotein osme
3789	25	25	6	0			Multidrug/spermidine efflux smr transporter subunit mdti
3825	25	26	6	0			Nitrogen assimilation transcriptional regulator nac
3838	25	27	6	0			Gnat family n-acetyltransferase
3955	25	26	8	0			Type vi secretion system protein tssa
3970	25	29	7	0			Type ii secretion system secretin gspd
4273	25	25	6	0			6-n-hydroxylaminopurine resistance protein
4332	25	27	7	0			Maltose o-acetyltransferase
4593	25	25	6	0			D-serine/d-alanine/glycine transporter
4954	25	30	7	0			Mfs transporter
5099	25	25	8	0			Abc transporter substrate-binding protein
5236	25	25	6	0			23s rrna (uracil(747)-c(5))-methyltransferase rlmc
5296	25	26	8	0			Iron abc transporter permease
5943	25	25	8	0			Transcriptional regulator exur
5977	25	25	6	0			Duf1488 domain-containing protein
5995	25	31	6	0			Sensor histidine kinase
6042	25	25	6	0			Duf481 domain-containing protein
6090	25	25	6	0			Putative dna-binding transcriptional regulator
